Date,Open*,High,Low,Close**,Volume,Market Cap
6/16/2021,40143.8,40527.14,38116.01,38349.01,36563438890,7.18016E+11
6/17/2021,38349,39559.88,37365,38092.97,36330237284,7.15652E+11
6/18/2021,38092.97,38202.84,35129.29,35819.84,35162612173,6.73762E+11
6/19/2021,35820.48,36457,34803.52,35483.72,28858979692,6.66901E+11
6/20/2021,35483.72,36137.72,33336,35600.16,35609127164,6.70634E+11
6/21/2021,35600.17,35750,31251.23,31608.93,51873870277,5.98336E+11
6/22/2021,31614.12,33298.78,28805,32509.56,57443014758,6.0658E+11
6/23/2021,32509.56,34881,31683,33678.07,39798236962,6.31635E+11
6/24/2021,33675.07,35298,32286.57,34663.09,31862051544,6.5034E+11
6/25/2021,34663.08,35500,31275,31584.45,38635245431,5.98703E+11
6/26/2021,31576.09,32730,30151,32283.65,36873109420,6.00235E+11
6/27/2021,32283.65,34749,31973.45,34700.34,34335452117,6.49262E+11
6/28/2021,34702.49,35297.71,33862.72,34494.89,32453802891,6.47741E+11
6/29/2021,34494.89,36600,34225.43,35911.73,35121257876,6.74231E+11
6/30/2021,35911.72,36100,34017.55,35045,31024153847,6.602E+11
7/1/2021,35045,35057.57,32711,33504.69,29129630236,6.29864E+11
7/2/2021,33502.33,33977.04,32699,33786.55,25084046353,6.33684E+11
7/3/2021,33786.54,34945.61,33316.73,34669.13,22986053605,6.50382E+11
7/4/2021,34669.12,35967.85,34357.15,35286.51,22727930418,6.63572E+11
7/5/2021,35288.13,35293.78,33125.55,33690.14,25894820185,6.36062E+11
7/6/2021,33690.15,35118.88,33532,34220.01,26106856612,6.40406E+11
7/7/2021,34220.02,35059.09,33777.77,33862.12,23692220470,6.36247E+11
7/8/2021,33862.11,33929.64,32077,32875.71,29065577052,6.17862E+11
7/9/2021,32875.71,34100,32261.07,33815.81,24282108111,6.37E+11
7/10/2021,33815.81,34262,33004.78,33502.87,20558304484,6.32186E+11
7/11/2021,33502.87,34666,33306.47,34258.99,17798828844,6.43336E+11
7/12/2021,34259,34678.43,32658.34,33086.63,21683885321,6.23351E+11
7/13/2021,33086.94,33340,32202.25,32729.77,19932531700,6.13002E+11
7/14/2021,32729.12,33114.03,31550,32820.02,21779069066,6.16691E+11
7/15/2021,32820.03,33185.25,31133,31880,21557729227,5.95342E+11
7/16/2021,31874.49,32249.18,31020,31383.87,22671859963,5.88495E+11
7/17/2021,31383.86,31955.92,31164.31,31520.07,17715455995,5.92582E+11
7/18/2021,31520.07,32435,31108.97,31778.56,17742105808,5.97872E+11
7/19/2021,31778.57,31899,30407.44,30839.65,20095540828,5.80252E+11
7/20/2021,30839.65,31063.07,29278,29790.35,23000299062,5.61743E+11
7/21/2021,29790.34,32858,29482.61,32144.51,29070652060,6.05357E+11
7/22/2021,32144.51,32591.35,31708,32287.83,19741588059,6.07622E+11
7/23/2021,32287.58,33650,31924.32,33634.09,22937379735,6.27747E+11
7/24/2021,33634.1,34500,33401.14,34258.14,22120323672,6.42013E+11
7/25/2021,34261.51,35398,33851.12,35381.02,20929083221,6.64681E+11
7/26/2021,35381.02,40550,35205.78,37237.6,53550491998,7.01921E+11
7/27/2021,37241.33,39542.61,36383,39457.87,36401287454,7.32312E+11
7/28/2021,39456.61,40900,38772,40019.56,41369107423,7.51371E+11
7/29/2021,40019.57,40640,39200,40016.48,28717414113,7.50408E+11
7/30/2021,40018.49,42316.71,38313.23,42206.37,35530501783,7.86532E+11
7/31/2021,42206.36,42448,41000.15,41461.83,28437941447,7.84039E+11
8/1/2021,41461.84,42599,39422.01,39845.44,28555173662,7.47404E+11
8/2/2021,39850.27,40480.01,38690,39147.82,28057528866,7.3744E+11
8/3/2021,39146.86,39780,37642.03,38207.05,28422901237,7.20835E+11
8/4/2021,38207.04,39969.66,37508.56,39723.18,27751046040,7.47086E+11
8/5/2021,39723.17,41350,37332.7,40862.46,38527930905,7.68416E+11
8/6/2021,40862.46,43392.43,39853.86,42836.87,40840608017,8.03853E+11
8/7/2021,42836.87,44700,42446.41,44572.54,42725276705,8.38457E+11
8/8/2021,44572.54,45310,43261,43794.37,39633218479,8.21705E+11
8/9/2021,43794.36,46454.15,42779,46253.4,42726733998,8.61863E+11
8/10/2021,46248.87,46700,44589.46,45584.99,35669862362,8.54345E+11
8/11/2021,45585,46743.47,45341.14,45511,35679832771,8.57661E+11
8/12/2021,45510.67,46218.12,43770,44399,35838614930,8.36055E+11
8/13/2021,44400.06,47886,44217.39,47800,34320865037,8.95084E+11
8/14/2021,47799.99,48144,45971.03,47068.51,33294851811,8.86594E+11
8/15/2021,47068.5,47372.27,45500,46973.82,32863850458,8.82888E+11
8/16/2021,46973.82,48053.83,45660,45901.29,34221605780,8.66391E+11
8/17/2021,45901.3,47160,44376,44695.95,34488116651,8.36777E+11
8/18/2021,44695.95,46000,44203.28,44705.29,34668999388,8.47143E+11
8/19/2021,44699.37,47033,43927.7,46760.62,38434805723,8.67651E+11
8/20/2021,46760.62,49382.99,46622.99,49322.47,36497089237,9.23013E+11
8/21/2021,49322.47,49757.04,48222,48821.87,42147725293,9.2075E+11
8/22/2021,48821.88,49500,48050,49239.22,27110183703,9.2563E+11
8/23/2021,49239.22,50500,49029,49488.85,35800255386,9.30729E+11
8/24/2021,49488.85,49860,47600,47674.01,38387146175,9.0249E+11
8/25/2021,47674.01,49264.3,47126.28,48973.32,33517327124,9.21328E+11
8/26/2021,48973.32,49352.84,46250,46843.87,33774857003,8.87832E+11
8/27/2021,46843.86,49149.93,46348,49069.9,34607868773,9.2297E+11
8/28/2021,49069.9,49299,48346.88,48895.35,28491785397,9.20018E+11
8/29/2021,48895.35,49632.27,47762.54,48767.83,26244843558,9.19515E+11
8/30/2021,48767.84,48888.61,46853,46982.91,32326073272,8.85729E+11
8/31/2021,46982.91,48246.11,46700,47100.89,34868965959,8.90015E+11
9/1/2021,47100.89,49156,46512,48810.52,39060601275,9.18058E+11
9/2/2021,48810.51,50450.13,48584.06,49246.64,39362789535,9.27323E+11
9/3/2021,49246.63,51000,48316.84,49999.14,42934455726,9.37296E+11
9/4/2021,49998,50535.69,49370,49915.64,36985805207,9.40539E+11
9/5/2021,49917.54,51900,49450,51756.88,31765191430,9.71284E+11
9/6/2021,51756.88,52780,50969.33,52663.9,37532574717,9.92869E+11
9/7/2021,52666.2,52920,42843.05,46863.73,64010507329,8.81944E+11
9/8/2021,46868.57,47340.99,44412.02,46048.31,48151104381,8.66886E+11
9/9/2021,46048.31,47399.97,45513.08,46395.14,38581092904,8.76179E+11
9/10/2021,46395.14,47033,44132.29,44850.91,38051987740,8.42223E+11
9/11/2021,44842.2,45987.93,44722.22,45173.69,34160277726,8.49828E+11
9/12/2021,45173.68,46460,44742.06,46025.24,27585855039,8.69123E+11
9/13/2021,46025.23,46880,43370,44940.73,40683028028,8.48993E+11
9/14/2021,44940.72,47250,44594.44,47111.52,38645575966,8.86524E+11
9/15/2021,47103.28,48500,46682.32,48121.41,30037816650,9.06728E+11
9/16/2021,48121.4,48557,47021.1,47737.82,31578783375,9.00991E+11
9/17/2021,47737.81,48150,46699.56,47299.98,27731209179,8.92585E+11
9/18/2021,47299.98,48843.2,47035.56,48292.74,27630476158,9.07957E+11
9/19/2021,48292.75,48372.83,46829.18,47241.75,26163167369,8.9156E+11
9/20/2021,47241.75,47347.25,42500,43015.62,41220025454,8.05826E+11
9/21/2021,43016.64,43639,39600,40734.38,45940419565,7.60802E+11
9/22/2021,40734.09,44000.55,40565.39,43543.61,36624234960,8.20461E+11
9/23/2021,43546.37,44978,43069.09,44865.26,33594750550,8.46616E+11
9/24/2021,44865.26,45200,40675,42810.57,42973070343,8.09772E+11
9/25/2021,42810.58,42966.84,41646.28,42670.64,30898116660,8.08279E+11
9/26/2021,42670.63,43950,40750,43160.9,30462815705,8.25341E+11
9/27/2021,43160.9,44350,42098,42147.35,30483144439,7.9489E+11
9/28/2021,42147.35,42787.38,40888,41026.54,29691944223,7.75534E+11
9/29/2021,41025.01,42590,40753.88,41524.28,30068690312,7.82626E+11
9/30/2021,41524.29,44141.37,41410.17,43824.1,30859918335,8.27841E+11
10/1/2021,43820.01,48495,43283.03,48141.61,42089383190,9.0693E+11
10/2/2021,48141.6,48336.59,47430.18,47634.9,29742127388,9.00582E+11
10/3/2021,47634.89,49228.08,47088,48200.01,26034594562,9.10331E+11
10/4/2021,48200.01,49536.12,46891,49224.94,32691763060,9.27812E+11
10/5/2021,49224.93,51886.3,49022.4,51471.99,35480330025,9.73041E+11
10/6/2021,51471.99,55750,50382.41,55315,48462388016,1.04468E+12
10/7/2021,55315,55332.31,53357,53785.22,36549815857,1.01525E+12
10/8/2021,53785.22,56100,53617.61,53951.43,33935485257,1.01665E+12
10/9/2021,53955.67,55489,53661.67,54949.72,31927344846,1.03852E+12
10/10/2021,54949.72,56561.31,54080,54659,38579271671,1.03079E+12
10/11/2021,54659.01,57839.04,54415.06,57471.35,41913482915,1.08474E+12
10/12/2021,57471.35,57680,53879,55996.93,40021384611,1.06183E+12
10/13/2021,55996.91,57777,54167.19,57367,41216945749,1.08337E+12
10/14/2021,57370.83,58532.54,56818.05,57347.94,35994603913,1.0829E+12
10/15/2021,57347.94,62933,56850,61672.42,53653355008,1.16478E+12
10/16/2021,61672.42,62378.42,60150,60875.57,35385452269,1.15385E+12
10/17/2021,60875.57,61718.39,58963,61528.33,29625957542,1.16065E+12
10/18/2021,61528.32,62695.78,59844.45,62009.84,39610183787,1.17394E+12
10/19/2021,62005.6,64486,61322.22,64280.59,42550624869,1.21758E+12
10/20/2021,64280.59,67000,63481.4,66001.41,40790757382,1.25038E+12
10/21/2021,66001.4,66639.74,62000,62193.15,48709960686,1.17893E+12
10/22/2021,62193.15,63732.39,60000,60688.22,40766460605,1.15151E+12
10/23/2021,60688.23,61747.64,59562.15,61286.75,28505039148,1.16117E+12
10/24/2021,61286.75,61500,59510.63,60852.22,29982535557,1.15332E+12
10/25/2021,60852.22,63710.63,60650,63078.78,30852852368,1.19213E+12
10/26/2021,63078.78,63293.48,59817.55,60328.81,33233702858,1.1435E+12
10/27/2021,60328.81,61496,58000,58413.44,43976252157,1.10575E+12
10/28/2021,58413.44,62499,57820,60575.89,52318597557,1.14591E+12
10/29/2021,60575.9,62980,60174.81,62253.71,38648967245,1.17805E+12
10/30/2021,62253.7,62359.25,60673,61859.19,31810216330,1.16642E+12
10/31/2021,61859.19,62405.3,59945.36,61299.8,32494948461,1.15984E+12
11/1/2021,61299.81,62437.74,59405,60911.11,35834742028,1.15283E+12
11/2/2021,60911.12,64270,60624.68,63219.99,37335066460,1.18695E+12
11/3/2021,63220.57,63500,60382.76,62896.48,36561444797,1.18705E+12
11/4/2021,62896.49,63086.31,60677.01,61395.01,33152275947,1.1571E+12
11/5/2021,61395.01,62595.72,60721,60937.12,31182137448,1.15453E+12
11/6/2021,60940.18,61560.49,60050,61470.61,31423601393,1.16249E+12
11/7/2021,61470.62,63286.35,61322.78,63273.59,24877902990,1.19163E+12
11/8/2021,63273.58,67789,63273.58,67525.83,1.05426E+11,1.2788E+12
11/9/2021,67525.82,68524.25,66222.4,66947.66,41207912438,1.26812E+12
11/10/2021,66947.67,69000,62822.9,64882.43,48648563669,1.22168E+12
11/11/2021,64882.42,65600.07,64100,64774.26,35457583783,1.22861E+12
11/12/2021,64774.25,65450.7,62278,64122.23,36872626218,1.21593E+12
11/13/2021,64122.22,65000,63360.22,64380,29677693457,1.2203E+12
11/14/2021,64380.01,65550.51,63576.27,65519.1,26088449437,1.23902E+12
11/15/2021,65519.11,66401.82,63400,63606.74,32107212452,1.20671E+12
11/16/2021,63606.73,63617.31,58574.07,60058.87,48978396011,1.14191E+12
11/17/2021,60058.87,60840.23,58373,60344.87,39200729529,1.13814E+12
11/18/2021,60344.86,60976,56474.26,56891.62,41828523862,1.07576E+12
11/19/2021,56891.62,58320,55600,58052.24,37851259606,1.10359E+12
11/20/2021,58057.1,59845,57353,59707.51,29676550712,1.1343E+12
11/21/2021,59707.52,60029.76,58486.65,58622.02,25743426947,1.12061E+12
11/22/2021,58617.7,59444,55610,56247.18,34001467919,1.06462E+12
11/23/2021,56243.83,58009.99,55317,57541.27,36421192857,1.09038E+12
11/24/2021,57541.26,57735,55837,57138.29,31695369988,1.08004E+12
11/25/2021,57138.29,59398.9,57000,58960.36,33721097081,1.11218E+12
11/26/2021,58960.37,59150,53500,53726.53,41325811946,1.01649E+12
11/27/2021,53723.72,55280,53610,54721.03,28256851068,1.03078E+12
11/28/2021,54716.47,57445.05,53256.64,57274.88,27659464987,1.08098E+12
11/29/2021,57274.89,58865.97,56666.67,57776.25,30985196647,1.09257E+12
11/30/2021,57776.25,59176.99,55875.55,56950.56,35723038604,1.0768E+12
12/1/2021,56950.56,59053.55,56458.01,57184.07,49383073891,1.07984E+12
12/2/2021,57184.07,57375.47,55777.77,56480.34,36296342257,1.06741E+12
12/3/2021,56484.26,57600,51680,53601.05,39527112726,1.01604E+12
12/4/2021,53601.05,53859.1,42000.3,49152.47,55941408415,9.30097E+11
12/5/2021,49152.46,49699.05,47727.21,49396.33,32826574574,9.32015E+11
12/6/2021,49396.32,50891.11,47100,50441.92,36126018722,9.53397E+11
12/7/2021,50441.91,51936.33,50039.74,50588.95,30083305920,9.56961E+11
12/8/2021,50588.95,51200,48600,50471.19,26590164539,9.548E+11
12/9/2021,50471.19,50797.76,47320,47545.59,27269362515,9.04878E+11
12/10/2021,47535.9,50125,46852,47140.54,29611257205,8.9392E+11
12/11/2021,47140.54,49485.71,46751,49389.99,24619129767,9.30604E+11
12/12/2021,49389.99,50777,48638,50053.9,19871029748,9.45932E+11
12/13/2021,50053.9,50189.97,45672.75,46702.75,29628245402,8.8257E+11
12/14/2021,46702.76,48700.41,46290,48343.28,30152105690,9.15016E+11
12/15/2021,48336.95,49500,46547,48864.98,33782603071,9.25006E+11
12/16/2021,48864.98,49436.43,47511,47632.38,24699414444,9.01558E+11
12/17/2021,47632.38,47995.96,45456,46131.2,30617760444,8.75783E+11
12/18/2021,46133.83,47392.37,45500,46834.48,23305069270,8.87944E+11
12/19/2021,46834.47,48300.01,46406.91,46681.23,23002876886,8.84906E+11
12/20/2021,46681.24,47537.57,45558.85,46914.16,29356191956,8.90809E+11
12/21/2021,46914.17,49328.96,46630,48889.88,25764127608,9.29204E+11
12/22/2021,48887.59,49576.13,48421.87,48588.16,21887790446,9.21888E+11
12/23/2021,48588.17,51375,47920.42,50838.81,26419703745,9.60809E+11
12/24/2021,50838.82,51810,50384.43,50820,22535489970,9.62312E+11
12/25/2021,50819.99,51156.23,50142.32,50399.66,17235296606,9.581E+11
12/26/2021,50399.67,51280,49412,50775.49,19632044502,9.61724E+11
12/27/2021,50775.48,52088,50449,50701.44,22793878137,9.60281E+11
12/28/2021,50701.44,50704.05,47313.01,47543.74,29538983233,9.02656E+11
12/29/2021,47543.74,48139.08,46096.99,46464.66,26348739119,8.74314E+11
12/30/2021,46464.66,47900,45900,47120.87,23753871435,8.92649E+11
12/31/2021,47120.88,48548.26,45678,46216.93,25895349605,8.76193E+11
1/1/2022,46216.93,47954.63,46208.37,47722.65,18904585811,9.04552E+11
1/2/2022,47722.66,47990,46654,47286.18,33756128242,8.97536E+11
1/3/2022,47286.18,47570,45696,46446.1,21890019532,8.8033E+11
1/4/2022,46446.1,47557.54,45500,45832.01,24895990584,8.76243E+11
1/5/2022,45832.01,47070,42500,43451.13,31837641246,8.27723E+11
1/6/2022,43451.14,43816,42430.58,43082.31,26366602397,8.19523E+11
1/7/2022,43082.3,43145.83,40610,41566.48,79685254648,7.87736E+11
1/8/2022,41566.48,42300,40501,41679.74,23337017233,7.92893E+11
1/9/2022,41679.74,42786.7,41200.02,41864.62,18016718174,7.91649E+11
1/10/2022,41864.62,42248.5,39650,41822.49,27984634062,7.92408E+11
1/11/2022,41822.49,43100,41268.93,42729.29,22813557398,8.09622E+11
1/12/2022,42729.29,44322,42450,43902.66,28250302540,8.3246E+11
1/13/2022,43902.65,44500,42311.22,42560.11,43905745871,8.06511E+11
1/14/2022,42558.35,43448.78,41725.95,43059.96,20238314435,8.16129E+11
1/15/2022,43059.96,43800,42555,43084.29,14651008625,8.168E+11
1/16/2022,43084.29,43475,42581.79,43071.66,14452346389,8.16326E+11
1/17/2022,43071.66,43176.18,41540.42,42201.62,17694929626,8.00823E+11
1/18/2022,42201.63,42691,41250,42352.12,18897950050,8.03962E+11
1/19/2022,42352.12,42559.13,41138.56,41660.01,19626113310,7.90508E+11
1/20/2022,41660,43505,40553.31,40680.91,20930163211,7.74236E+11
1/21/2022,40680.92,41100,35440.45,36445.31,38296960033,6.92855E+11
1/22/2022,36445.31,36835.22,34008,35071.42,35517336417,6.66221E+11
1/23/2022,35071.42,36499,34601.01,36244.55,22865032969,6.87576E+11
1/24/2022,36244.55,37550,32917.17,36660.35,36385158449,6.96465E+11
1/25/2022,36660.35,37545.14,35701,36958.32,46168918585,7.00571E+11
1/26/2022,36958.32,38919.98,36234.63,36809.34,26756873750,7.00166E+11
1/27/2022,36807.24,37234.47,35507.01,37160.1,22057410457,7.02311E+11
1/28/2022,37160.11,38000,36155.01,37716.56,19214103304,7.17027E+11
1/29/2022,37716.57,38720.74,37268.44,38166.84,14178650232,7.22829E+11
1/30/2022,38166.83,38359.26,37351.63,37881.76,11807185114,7.1957E+11
1/31/2022,37881.75,38744,36632.61,38466.9,17731563487,7.27905E+11
2/1/2022,38466.9,39265.2,38000,38694.59,17109120250,7.36102E+11
2/2/2022,38694.59,38855.92,36586.95,36896.36,16709908527,7.00646E+11
2/3/2022,36896.37,37387,36250,37311.61,16136299995,7.03003E+11
2/4/2022,37311.98,41772.33,37026.73,41574.25,25347215344,7.77355E+11
2/5/2022,41571.7,41913.69,40843.01,41382.59,16752051696,7.86295E+11
2/6/2022,41382.6,42656,41116.56,42380.87,13206494655,8.04942E+11
2/7/2022,42380.87,44500.5,41645.85,43839.99,24171856714,8.33393E+11
2/8/2022,43839.99,45492,42666,44042.99,29024977265,8.37407E+11
2/9/2022,44043,44799,43117.92,44372.72,19780565063,8.4134E+11
2/10/2022,44372.71,45821,43174.01,43495.44,27877618434,8.26942E+11
2/11/2022,43495.44,43920,41938.51,42373.73,23279080010,8.03707E+11
2/12/2022,42373.73,43079.49,41688.88,42217.87,15479727289,7.99547E+11
2/13/2022,42217.87,42760,41870,42053.66,12146423251,8.0206E+11
2/14/2022,42053.65,42842.4,41550.56,42535.94,18090873763,8.08281E+11
2/15/2022,42535.94,44751.4,42427.03,44544.86,19801081789,8.48321E+11
2/16/2022,44544.85,44549.97,43307,43873.56,16847003857,8.36256E+11
2/17/2022,43873.56,44164.71,40073.21,40515.7,22270664615,7.70097E+11
2/18/2022,40515.71,40959.88,39450,39974.44,20130002755,7.59882E+11
2/19/2022,39974.45,40444.32,39639.03,40079.17,11735183838,7.61447E+11
2/20/2022,40079.17,40125.44,38000,38386.89,15998424231,7.30382E+11
2/21/2022,38386.89,39494.35,36800,37008.16,25174914104,7.03004E+11
2/22/2022,37008.16,38429,36350,38230.33,22212181617,7.27094E+11
2/23/2022,38230.33,39249.93,37036.79,37250.01,18507851468,7.08829E+11
2/24/2022,37250.02,39843,34322.28,38327.21,40839699481,7.27658E+11
2/25/2022,38328.68,39683.53,38014.37,39219.17,22579249142,7.45763E+11
2/26/2022,39219.16,40348.45,38573.18,39116.72,14568201295,7.41084E+11
2/27/2022,39116.73,39855.7,37000,37699.07,19424397946,7.1762E+11
2/28/2022,37699.08,44225.84,37450.17,43160,30634280855,8.19019E+11
3/1/2022,43160,44949,42809.98,44421.2,27880763034,8.41254E+11
3/2/2022,44421.2,45400,43334.09,43892.98,25615956856,8.34438E+11
3/3/2022,43892.99,44101.12,41832.28,42454,22366184129,8.07455E+11
3/4/2022,42454,42527.3,38550,39148.66,25121267306,7.4381E+11
3/5/2022,39148.65,39613.24,38407.59,39397.96,14818212145,7.48197E+11
3/6/2022,39397.97,39693.87,38088.57,38420.81,16995562041,7.29502E+11
3/7/2022,38420.8,39547.57,37155,37988,24596395439,7.23199E+11
3/8/2022,37988.01,39362.08,37867.65,38730.63,22556397749,7.35454E+11
3/9/2022,38730.63,42594.06,38656.45,41941.71,29211702119,7.9685E+11
3/10/2022,41941.7,42039.63,38539.73,39422,27653455219,7.49384E+11
3/11/2022,39422.01,40236.26,38223.6,38729.57,23624165275,7.38268E+11
3/12/2022,38729.57,39486.71,38660.52,38807.36,12440826654,7.38457E+11
3/13/2022,38807.35,39310,37578.51,37777.34,14461647576,7.18551E+11
3/14/2022,37777.35,39947.12,37555,39671.37,21250969229,7.51354E+11
3/15/2022,39671.37,39887.61,38098.33,39280.33,20768829818,7.47642E+11
3/16/2022,39280.33,41718,38828.48,41114,34974203469,7.79761E+11
3/17/2022,41114.01,41478.82,40500,40917.9,18861644943,7.78474E+11
3/18/2022,40917.89,42325.02,40135.04,41757.51,30316128166,7.94379E+11
3/19/2022,41757.51,42400,41499.29,42201.13,16580741572,8.00888E+11
3/20/2022,42201.13,42296.26,40911,41262.11,16856192302,7.84054E+11
3/21/2022,41262.11,41544.22,40467.94,41002.25,21335882483,7.79205E+11
3/22/2022,41002.26,43361,40875.51,42364.13,28688623151,8.03937E+11
3/23/2022,42364.13,43025.96,41751.47,42882.76,21851891599,8.10894E+11
3/24/2022,42882.76,44220.89,42560.46,43991.46,26212783704,8.34251E+11
3/25/2022,43991.46,45094.14,43579,44313.16,26147756108,8.42032E+11
3/26/2022,44313.16,44792.99,44071.97,44511.27,13676534294,8.45235E+11
3/27/2022,44511.27,46999,44421.46,46827.76,22545392530,8.87283E+11
3/28/2022,46827.76,48189.84,46663.56,47122.21,30051327357,8.92748E+11
3/29/2022,47122.21,48096.47,46950.85,47434.8,26128040681,9.0143E+11
3/30/2022,47434.79,47700.22,46445.42,47067.99,24497248306,8.95356E+11
3/31/2022,47067.99,47600,45200,45510.34,27736469646,8.6501E+11
4/1/2022,45510.35,46720.09,44200,46283.49,32948605532,8.79144E+11
4/2/2022,46283.49,47213,45620,45811,24803837260,8.7105E+11
4/3/2022,45810.99,47444.11,45530.92,46407.35,21510196790,8.82347E+11
4/4/2022,46407.36,46890.71,45118,46580.51,28019309651,8.85585E+11
4/5/2022,46580.5,47200,45353.81,45497.55,25474063862,8.67247E+11
4/6/2022,45497.54,45507.14,43121,43170.47,34113818642,8.20983E+11
4/7/2022,43170.47,43900.99,42727.35,43444.19,22960138784,8.27033E+11
4/8/2022,43444.2,43970.62,42107.14,42252.01,24202906401,8.04272E+11
4/9/2022,42252.02,42800,42125.48,42753.97,13949535312,8.12734E+11
4/10/2022,42753.96,43410.3,41868,42158.85,14936318819,8.03575E+11
4/11/2022,42158.85,42414.71,39200,39530.45,30168665078,7.52681E+11
4/12/2022,39530.45,40699,39254.63,40074.94,27804694935,7.64315E+11
4/13/2022,40074.95,41561.31,39588.54,41147.79,25453869986,7.83561E+11
4/14/2022,41147.78,41500,39551.94,39942.38,22744792147,7.59703E+11
4/15/2022,39942.37,40870.36,39766.4,40551.9,22053774554,7.71667E+11
4/16/2022,40551.9,40709.35,39991.55,40378.71,15777789210,7.7044E+11
4/17/2022,40378.7,40595.67,39546.17,39678.12,16627779442,7.55627E+11
4/18/2022,39678.11,41116.73,38536.51,40801.13,30617039400,7.76463E+11
4/19/2022,40801.13,41760,40571,41493.18,22717772925,7.89142E+11
4/20/2022,41493.19,42199,40820,41358.19,24937668255,7.87437E+11
4/21/2022,41358.19,42976,39751,40480.01,32131220616,7.70787E+11
4/22/2022,40480.01,40795.06,39177,39709.18,46022063019,7.56144E+11
4/23/2022,39709.19,39980,39285,39441.6,15010797472,7.52414E+11
4/24/2022,39441.61,39940,38929.62,39450.13,16778683768,7.52446E+11
4/25/2022,39450.12,40616,38200,40426.08,32883645914,7.70112E+11
4/26/2022,40426.08,40797.31,37702.26,38112.65,31053018153,7.25435E+11
4/27/2022,38112.64,39474.72,37881.31,39235.72,28170490246,7.46473E+11
4/28/2022,39235.72,40372.63,38881.43,39742.07,31484572271,7.56091E+11
4/29/2022,39742.06,39925.25,38175,38596.11,27758348826,7.3583E+11
4/30/2022,38596.11,38795.38,37578.2,37630.8,20955789685,7.19611E+11
5/1/2022,37630.8,38675,37386.38,38468.35,24857664487,7.33295E+11
5/2/2022,38468.35,39167.34,38052,38525.16,29825308569,7.33788E+11
5/3/2022,38525.16,38651.51,37517.8,37728.95,23070122642,7.18542E+11
5/4/2022,37728.95,40023.77,37670,39690,31748901527,7.55764E+11
5/5/2022,39690,39845.51,35571.9,36552.97,37402043366,6.96021E+11
5/6/2022,36552.97,36675.63,35258,36013.77,32223287014,6.87093E+11
5/7/2022,36013.77,36146.3,34785,35472.39,19130720395,6.78702E+11
5/8/2022,35472.4,35514.22,33713.95,34038.4,30810576502,6.48514E+11
5/9/2022,34038.39,34243.15,30033.33,30076.31,58369928594,5.76198E+11
5/10/2022,30074.23,32658.99,29730.4,31017.1,54071363210,5.90644E+11
5/11/2022,31017.11,32162.59,27785,29103.94,65985702702,5.49294E+11
5/12/2022,29103.94,30243,26700,29029.75,61338080284,5.55266E+11
5/13/2022,29029.74,31083.37,28751.67,29287.05,71541696924,5.58053E+11
5/14/2022,29287.05,30343.27,28630,30086.74,25759546764,5.73778E+11
5/15/2022,30086.74,31460,29480,31328.89,22948123704,5.96346E+11
